rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR010927","Dreams Money Can Buy","drake","","","","1","2019-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011034","Since I Lost The One I Love","The Impressions","","","","2","1966-02-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011035","Question","taylor swift","","","","5","2022-11-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011077","Jimmy Mack","martha","","","","14","1967-02-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011136","Sweet Bird Of Youth","nat king cole","","","","2","1959-08-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011150","Better Than You","cardi b","","","","1","2025-10-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011163","Love Is From Beverly Hills 90210","vanessa williams/brian mcknight","","","","28","1993-01-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011235","Wishing Well","juice wrld","","","","20","2020-07-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011247","Baby Blue","The Echoes","","","","12","1961-03-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011264","Princess","frank gari","","","","10","1961-07-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011276","Louie Louie","john belushi","","","","4","1978-09-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011408","Peak Of Love","bobby mcclure","","","","2","1966-12-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011432","Welcome Home","sammy kaye and his orchestra","","","","3","1961-04-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011445","Walkin' Proud","The Pete Klint Quintet","","","","3","1967-10-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011763","It'S Only The Good Times","tommy edwards","","","","3","1959-05-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011803","Habits Stay High","tove lo","","","","39","2014-06-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011805","Wheel Of Fortune","The Knightsbridge Strings","","","","3","1959-10-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR011909","It'S Late","queen","","","","5","1978-05-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012000","The Wonder Of You Mama Liked The Roses","elvis presley","","","","12","1970-05-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012060","Solid","young thug","","","","7","2021-05-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012065","Tallahassee Lassie","freddy cannon","","","","15","1959-05-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012081","Crazy Eyes For You","bobby hamilton","","","","3","1958-08-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012194","Tide Is High","angelina","","","","4","1997-08-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012405","Ev'Rybody'S Cryin'","jimmie beaumont","","","","1","1961-12-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012437","Me About You","The Mojo Men","","","","3","1967-05-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012457","Go Loko","yg, tyga","","","","19","2019-05-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012484","Love'S Made A Fool Of You","cochise","","","","4","1971-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012588","Ice In The Sun","The Status Quo","","","","3","1968-09-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012629","Ebony Eyes","rick james and smokey robinson","","","","11","1983-12-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012788","My Bonnie My Bonnie Lies Over The Ocean","The Beatles","","","","6","1964-02-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012894","Tubular Bells","The Champs' Boys Orchestra","","","","2","1976-05-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012904","She Took You For A Ride","aaron neville","","","","4","1967-03-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012919","Believe","brooks","","","","19","2005-12-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012962","Endless Fashion","lil uzi vert","","","","3","2023-07-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012965","Superman Taylor'S Version","taylor swift","","","","1","2023-07-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR012982","Butterflies","justin bieber","","","","1","2025-07-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013078","Jura I Swear I Love You","les paul and mary ford","","","","10","1961-04-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013143","Highwire","The Rolling Stones","","","","7","1991-03-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013166","Shine On","sawyer fredericks","","","","1","2015-05-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013199","Don'T Talk To Strangers","The Beau Brummels","","","","8","1965-10-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013221","If Only","dove cameron","","","","2","2015-08-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013325","Cold Sweat Part 1","james brown and the famous flames","","","","12","1967-07-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013376","Lost Stars","matt mcandrew","","","","1","2015-01-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013392","What You Need","don toliver","","","","1","2021-05-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013431","Muskrat Ramble","freddy cannon","","","","6","1961-01-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013470","Nothing Succeeds Like Success","bill deal","","","","7","1970-03-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013473","Just As Long As You Need Me Part I","independents","","","","5","1972-05-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013512","Looking For Love","connie francis","","","","7","1964-07-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013548","Break Up","jerry lee lewis and his pumping piano","","","","5","1958-09-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013643","Twistin' The Night Away From Innerspace","rod stewart","","","","4","1987-07-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013680","The Green Leaves Of Summer","kenny ball and his jazzmen","","","","6","1962-06-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013681","Fancy Like","walker hayes","","","","45","2021-07-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013755","Sugar Pie Guy Pt 1","The Joneses","","","","16","1974-10-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013870","Bumpin' The Night","florida georgia line","","","","1","2014-10-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR013995","San Antonio Rose","floyd cramer","","","","12","1961-06-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014187","Till There Was You","anita bryant","","","","13","1959-06-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014240","Dj'S Chord Organ","mac miller","","","","1","2025-02-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014257","Shame Shame","magic lanterns","","","","12","1968-10-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014259","Hot Stuff Fool To Cry","The Rolling Stones","","","","6","1976-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014292","Please Don'T Go","no mercy","","","","18","1997-02-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014418","Remote Control","kanye west","","","","2","2021-09-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014461","I'M Down To My Last Heartbreak","wilson pickett","","","","4","1963-11-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014481","Love Of A Lifetime","firehouse","","","","22","1991-06-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014495","Honest","justin bieber","","","","2","2022-05-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014581","Is It Something You'Ve Got","tyrone davis","","","","7","1969-03-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014619","Broken Heart","The Fiestas","","","","6","1962-08-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014654","Baby I Love Your Way From Reality Bites","big mountain","","","","28","1994-02-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014731","Cost To Be Alive","lil baby","","","","1","2022-10-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014732","Love In This Club Part Ii","usher","","","","14","2008-05-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014864","Try My Love Again","bobby moore's rhythm aces","","","","2","1966-12-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014919","I Like You","phyllis nelson","","","","11","1986-02-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR014943","Tuck Me In","kimberly scott","","","","14","1997-12-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015014","Jimmy Choo","fetty wap","","","","11","2016-02-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015184","Mona Lisa","conway twitty","","","","12","1959-07-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015187","57 Channels And Nothin' On","bruce springsteen","","","","6","1992-06-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015384","Everybody Got To Believe In Somebody","sam","","","","3","1968-11-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015412","There It Go The Whistle Song","juelz santana","","","","24","2005-10-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015484","Check Out Your Mind","The Impressions","","","","12","1970-05-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015523","Woman Woman","The Union Gap","","","","17","1967-11-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015709","Bojangles","pitbull","","","","1","2006-07-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015823","Rumors","lizzo","","","","7","2021-08-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015852","Every Day Of My Life","bobby vinton","","","","16","1972-01-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015881","We Didn'T Have Much","justin moore","","","","13","2021-07-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015921","Get It Sexyy","sexyy red","","","","20","2024-03-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR015923","Reach Out For Me","lou johnson","","","","8","1963-10-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR016121","Chanel","frank ocean","","","","1","2017-04-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR016164","Part Time Love","little johnny taylor","","","","13","1963-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR016256","Full Term Love From Class Act","monie love","","","","1","1992-08-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR016287","Silent Hill","kendrick lamar","","","","11","2022-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR016288","The Big Hurt","del shannon","","","","2","1966-05-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR016291","Girl Don'T Care","gene chandler","","","","9","1967-02-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
