rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR006165","I Don'T Wanna Cry","mariah carey","","","","19","1991-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006179","Missing You","dan fogelberg","","","","16","1982-10-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006189","Thunder And Lightning","chi coltrane","","","","13","1972-09-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006204","Dancing In The Street","van halen","van halen","Diver Down","1982","11","1982-05-22","1","VALID","0",""
"RVTR006219","Rehab","glee cast","","","","1","2009-06-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006225","I Don'T Let Go","xxxtentacion","","","","1","2018-12-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006248","Where Are You","frankie avalon","","","","12","1960-06-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006254","The Other Side","jason derulo","jason derulo","Platinum Hits | Talk Dirty","2014","21","2013-05-04","1","AMBIGUOUS","70","multiple_albums"
"RVTR006261","There'S So Much Love All Around Me","The Three Degrees","","","","2","1971-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006295","44 Bulldog","pop smoke","","","","2","2020-07-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006340","Only Happy When It Rains","garbage","garbage","Absolute Garbage | Garbage","1995","20","1996-03-09","1","AMBIGUOUS","70","multiple_albums"
"RVTR006401","Hot Boy","bobby shmurda","","","","25","2014-08-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006415","Stranger In Town","toto","toto","Greatest Hits: 40 Trips Around The Sun | Isolation","1984","15","1984-10-27","1","AMBIGUOUS","70","multiple_albums"
"RVTR006418","I Love You","billie eilish","","","","1","2019-04-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006419","Don'T Cry","guns n' roses","guns n' roses","Live Era '87 -- '93","1999","20","1991-09-21","1","VALID","0",""
"RVTR006430","Float On","The Floaters","The Floaters","Floaters","1977","16","1977-07-09","1","VALID","0",""
"RVTR006473","Run To Him","bobby vee","bobby vee","Bobby Vee's Golden Greats","1964","16","1961-11-11","1","VALID","0",""
"RVTR006517","Indigo","sam barber","sam barber","Restless Mind","2024","32","2024-12-21","1","VALID","0",""
"RVTR006518","Rubber Biscuit","blues brothers","blues brothers","The Best Of The Blues Brothers","1982","8","1979-03-03","1","VALID","0",""
"RVTR006560","The Edge Of Heaven","wham!","wham!","Music From The Edge Of Heaven","1986","13","1986-07-05","1","VALID","0",""
"RVTR006587","Gimme Some Lovin'","blues brothers","blues brothers","The Blues Brothers","1980","14","1980-05-31","1","VALID","0",""
"RVTR006620","Looking Through The Eyes Of Love","The Partridge Family Starring Shirley Jones","","","","8","1972-12-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006635","Baby Don'T Go","fabolous","","","","20","2007-09-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006671","We Were Always Sweethearts","boz scaggs","boz scaggs","Moments","1971","6","1971-04-17","1","VALID","0",""
"RVTR006691","Don'T Be A Drop Out","james brown and the famous flames","","","","7","1966-10-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006750","Tossing Turning","The Ivy League","","","","5","1965-09-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR006843","Little Thing Called Love","neil young","neil young","Trans","1983","6","1983-01-29","1","VALID","0",""
"RVTR006916","After You","dionne warwick","dionne warwick","Dionne","1972","6","1980-03-29","1","VALID","0",""
"RVTR006951","Pepe","duane eddy his twangy guitar and the rebels","","","","12","1960-12-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007058","I Want You So Bad","heart","heart","Bad Animals","1987","9","1988-02-20","1","VALID","0",""
"RVTR007118","Let'S Go All The Way","sly fox","sly fox","Let's Go All The Way","1986","25","1985-12-28","1","VALID","0",""
"RVTR007135","Don'T Let The Rain Come Down Crooked Little Man","The Serendipity Singers","The Serendipity Singers","The Serendipity Singers","1964","14","1964-02-29","1","VALID","0",""
"RVTR007163","You Right","doja cat","doja cat","Planet Her","2021","43","2021-07-10","1","VALID","0",""
"RVTR007164","The Politics Of Dancing","re-flex","re-flex","The Politics Of Dancing","1983","21","1983-11-26","1","VALID","0",""
"RVTR007180","A Song Of Joy Himno A La Alegria","miguel rios","","","","9","1970-06-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007185","Only In America","jay","","","","11","1963-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007218","Slow Love","doc box","","","","15","1990-07-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007231","I Was Checkin' Out She Was Checkin' In","don covay","","","","10","1973-07-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007248","Me To Me","morgan wallen","","","","1","2023-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007276","Needle","nicki minaj","","","","4","2023-12-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007320","Chocolate City","parliament","parliament","Chocolate City","1975","3","1975-06-14","1","VALID","0",""
"RVTR007322","Love In Every Room","paul mauriat and his orchestra","","","","6","1968-05-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007423","Days Like These","asia","asia","Then & Now","1990","7","1990-09-29","1","VALID","0",""
"RVTR007562","Everyotherday","or-n-more","","","","8","1991-08-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007624","Mistaken Identity","kim carnes","","","","6","1981-10-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007642","You Make Me Feel Mighty Real","jimmy somerville","jimmy somerville","Read My Lips","1990","4","1990-04-07","1","VALID","0",""
"RVTR007644","I'Ll Be Around","rappin' 4-tay","","","","16","1995-03-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007667","Night Pulse","double image","","","","3","1983-07-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007704","Someday From The Hunchback Of Notre Dame","all-4-one","","","","15","1996-06-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007763","Shakin' All Over","The Guess Who","","","","11","1965-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007783","Lucky Me","anne murray","anne murray","Somebody's Waiting","1980","8","1980-04-05","1","VALID","0",""
"RVTR007793","Skin Trade","duran duran","duran duran","Notorious","1986","9","1987-01-31","1","VALID","0",""
"RVTR007800","A Million To One","five stairsteps","","","","6","1968-01-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR007844","I Wish I Was Eighteen Again","george burns","george burns","I Wish I Was Eighteen Again","1980","10","1980-01-19","1","VALID","0",""
"RVTR007897","Got To Get It","sisqo","sisqo","Unleash The Dragon","1999","20","1999-11-20","1","VALID","0",""
"RVTR007927","My Up And Down","adina howard","adina howard","Do You Wanna Ride?","1995","10","1995-07-15","1","VALID","0",""
"RVTR007954","Miss Me Baby","chris cagle","chris cagle","Anywhere But Here","2005","14","2005-10-29","1","VALID","0",""
"RVTR008035","He'S A Bad Boy","carole king","","","","3","1963-04-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008080","Shiny Shiny","haysi fantayzee","","","","5","1983-07-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008100","C'Mon N' Ride It The Train","quad city dj's","","","","42","1996-03-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008116","Saturday Night","The New Christy Minstrels","The New Christy Minstrels","Ramblin' Featuring Green, Green","1963","7","1963-10-26","1","VALID","0",""
"RVTR008119","The A Team","ssgt barry sadler","","","","7","1966-04-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008144","Foe Life","mack 10","mack 10","Mack 10","1995","11","1995-06-24","1","VALID","0",""
"RVTR008151","What Kind Of Fool Do You Think I Am","The Tams","","","","14","1963-12-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008179","Don'T You Write Her Off","mcguinn, clark","","","","11","1979-03-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008197","Little Girl","ritchie valens","ritchie valens","The Best Of Ritchie Valens","1987","2","1959-07-11","1","VALID","0",""
"RVTR008211","Fall On Me","r.e.m","","","","3","1986-10-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008261","Turn The World Around","eddy arnold","eddy arnold","The Best Of Eddy Arnold, Volume II | Turn The World Around","1967","8","1967-08-19","1","AMBIGUOUS","70","multiple_albums"
"RVTR008277","Help Me","real boston richey","real boston richey","Richey Rich","2024","29","2024-08-03","1","VALID","0",""
"RVTR008301","A Horse With No Name","america","america","America | History/America's Greatest Hits | The Complete Greatest Hits","1972","14","1972-02-19","1","AMBIGUOUS","70","multiple_albums"
"RVTR008311","La Camisa Negra","juanes","juanes","Mi Sangre | tr3s Presents: Juanes MTV Unplugged","2004","13","2005-04-09","1","AMBIGUOUS","70","multiple_albums"
"RVTR008323","Bitch Don'T Kill My Vibe","kendrick lamar","","","","21","2013-01-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008360","The Yard Went On Forever","richard harris","richard harris","The Yard Went On Forever...","1968","6","1968-11-02","1","VALID","0",""
"RVTR008408","Praying For Time","george michael","george michael","Listen Without Prejudice, Vol. 1 | Symphonica","1990","14","1990-09-01","1","AMBIGUOUS","70","multiple_albums"
"RVTR008423","August","taylor swift","","","","2","2020-08-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008518","Holding On When Love Is Gone","l.t.d","","","","10","1978-08-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008572","Sophisticated Cissy","The Meters","The Meters","The Meters","1969","8","1969-02-08","1","VALID","0",""
"RVTR008628","Just Because","The Mcguire Sisters","","","","1","1961-11-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008633","Bad Things","machine gun kelly x camila cabello","","","","23","2016-11-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008665","Why Must We Wait Until Tonight","tina turner","tina turner","All The Best | What's Love Got To Do With It (Soundtrack)","1993","2","1993-10-23","1","AMBIGUOUS","70","multiple_albums"
"RVTR008679","Scholarships","drake","","","","7","2015-10-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008699","I Don'T Wanna Lose You","johnnie taylor","johnnie taylor","Johnnie Taylor's Greatest Hits","1970","3","1971-05-22","1","VALID","0",""
"RVTR008732","You'Re A Lady","peter skellern","","","","8","1972-11-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008762","Smiling Faces Sometimes","The Undisputed Truth","The Undisputed Truth","The Undisputed Truth","1971","18","1971-06-26","1","VALID","0",""
"RVTR008768","Say Has Anybody Seen My Sweet Gypsy Rose","dawn","","","","16","1973-07-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008775","Do Da What","1 of the girls","","","","4","1993-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008811","This Is The Way We Roll","m.c. hammer","","","","3","1992-05-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008817","She'S Got Skillz","all-4-one","all-4-one","All-4-One","1994","20","1995-01-07","1","VALID","0",""
"RVTR008867","Love Me Like You Do","ellie goulding","ellie goulding","Delirium","2015","34","2015-01-24","1","VALID","0",""
"RVTR008868","Comin Out Strong","future","future","HNDRXX","2017","3","2017-03-18","1","VALID","0",""
"RVTR008871","Victorious","panic! at the disco","panic! at the disco","Death Of A Bachelor","2016","4","2016-02-06","1","VALID","0",""
"RVTR008896","Showdown","electric light orchestra","electric light orchestra","ELO's Greatest Hits | Mr. Blue Sky: The Very Best Of Electric Light Orchestra | On The Third Day","1973","18","1973-12-01","1","AMBIGUOUS","70","multiple_albums"
"RVTR008943","My Heart'S Symphony","gary lewis and the playboys","","","","7","1966-07-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR008975","Steamy Windows","tina turner","tina turner","All The Best | Foreign Affair | Simply The Best | Tina Live | Tina!","1989","11","1989-11-25","1","AMBIGUOUS","70","multiple_albums"
"RVTR008984","Bad Boy For Life","p. diddy, black rob","","","","12","2001-07-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR009031","If I Ever Lose My Faith In You","sting","sting","... All This Time | Best Of 25 Years | Fields Of Gold - Best Of Sting 1984-1994","1994","20","1993-02-20","1","AMBIGUOUS","70","multiple_albums"
"RVTR009038","Come And Get With Me","keith sweat","keith sweat","Still In The Game","1998","15","1998-10-24","1","VALID","0",""
"RVTR009067","Sad But True","metallica","metallica","Live Shit: Binge & Purge | Metallica","1991","1","1992-10-31","1","AMBIGUOUS","70","multiple_albums"
"RVTR009070","Single White Female","chely wright","chely wright","Single White Female","1999","20","1999-05-15","1","VALID","0",""
"RVTR009088","I Love You","The Volume's","","","","12","1962-04-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR009127","Mood Swings","a boogie wit da hoodie","","","","1","2019-09-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR009137","I'M Not Gonna Cry Anymore","nancy brooks","","","","4","1979-03-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
