fileArtist,fileTitle,currentRvtr,proposedRvtr,currentIdentity,proposedIdentity,confidence,simulatedBucket,containmentScore,filePath
Dusty Springfield,Son Of A Preacher Man,RVTR860886,RVTR860887,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dusty Springfield - Son Of A Preacher Man.mp4
Will.I.Am Ft. Justin Bieber,thatPOWER,RVTR057934,RVTR593287,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Will.I.Am feat. Justin Bieber - thatPOWER.mp4
Elton John,Bennie And The Jets (1980 Live),RVTR173633,RVTR933650,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Elton John - Bennie And The Jets (1980 Live).mp4
The Tremeloes,Here Comes My Baby  (Color),RVTR468825,RVTR255931,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Tremeloes - Here Comes My Baby (Color).mp4
Elvis Presley,Cant Help Falling In Love,RVTR502306,RVTR827394,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvis Presley - Cant Help Falling In Love.mp4
Dave & Ansel Collins,Double Barrel (Live),RVTR708473,RVTR935438,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Dave & Ansel Collins - Double Barrel (Live).mp4
"Yung Bleu, Chris Brown & 2 Chainz",Baddest,RVTR824580,RVTR036225,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Yung Bleu, Chris Brown & 2 Chainz - Baddest.mp4"
Billy Currington,Hey Girl (Lyric Video),RVTR128668,RVTR322421,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Billy Currington - Hey Girl (Lyric Video).mp4
The Mamas & The Papas,California Dreamin',RVTR060225,RVTR373839,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Mamas & The Papas - California Dreamin'.mp4
Luke Bryan,I Dont Want This Night To End,RVTR426666,RVTR786329,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Luke Bryan - I Dont Want This Night To End.mp4
Diana Ross & The Supremes,Chain Reaction,RVTR072122,RVTR169530,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Diana Ross & The Supremes - Chain Reaction.mp4
Steve Miller Band,The Joker (Promo Only),RVTR712656,RVTR563512,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Steve Miller Band - The Joker (Promo Only).mp4
Ace Hood Ft. Future & Rick Ross,Bugatti,RVTR088284,RVTR406756,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ace Hood feat. Future & Rick Ross - Bugatti.mp4
Dire Straits,Sultans of Swing (Live Aid),RVTR095530,RVTR086340,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Dire Straits - Sultans of Swing (Live Aid).mp4
Black Eyed Peas,Imma Be Rocking That Body,RVTR499104,RVTR935819,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Black Eyed Peas - Imma Be Rocking That Body.mp4
Jeremih Ft. Yg,Don't Tell 'Em [Explicit],RVTR262019,RVTR838891,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jeremih feat. Yg - Don't Tell 'Em (Explicit).mp4
Kiki Dee Band,I've got the music in me- 1974,RVTR396910,RVTR699308,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Kiki Dee Band - I've got the music in me- 1974.mp4
Shaggy Ft Rayvon,Angel (Live) (Concert),RVTR855905,RVTR299358,vdj,hot100_vdj,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Shaggy feat. Rayvon - Angel (Concert, Live).mp4"
Wild Cherry,Play That Funky Music (Live),RVTR983673,RVTR692169,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Wild Cherry - Play That Funky Music (Live).mp4
Silkie,You've Got To Hide Your Love Away,RVTR134456,RVTR937855,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Silkie - You've Got To Hide Your Love Away.mp4
JAY-Z feat. Justin Timberlake,Holy Grail,RVTR107703,RVTR752773,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/JAY-Z feat. Justin Timberlake - Holy Grail.mp4
REO Speedwagon,Ridin' the Storm Out (1981),RVTR290363,RVTR261800,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/REO Speedwagon - Ridin' the Storm Out (1981).mp4
Queen & Paul Rodgers,We Are The Champions,RVTR416467,RVTR952100,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Queen & Paul Rodgers - We Are The Champions.mp4
Black Eyed Peas,Don't Phunk With My Heart,RVTR145525,RVTR476213,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Black Eyed Peas - Don't Phunk With My Heart.mp4
Eric Church,Like Jesus Does (Lyric Video),RVTR920509,RVTR090753,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Eric Church - Like Jesus Does (Lyric Video).mp4
Fabolous,You Be Killin Em (Clean Version),RVTR557815,RVTR476008,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Fabolous - You Be Killin Em (Clean Version).mp4
Ariana Grande Ft. Nicki Minaj,Side To Side,RVTR991843,RVTR994104,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ariana Grande Ft. Nicki Minaj - Side To Side.mp4
REO Speedwagon,Keep On Loving You (Clean),RVTR038754,RVTR704203,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/REO Speedwagon - Keep On Loving You (Clean).mp4
Cyndi Lauper,All Through the Night (Live),RVTR742488,RVTR368289,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Cyndi Lauper - All Through the Night (Live).mp4
Cali Swag District,Teach Me How To Dougie {Official Video},RVTR184775,RVTR841223,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Cali Swag District - Teach Me How To Dougie.mp4
Post Malone Ft. Quavo,Congratulations,RVTR699913,RVTR290809,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Post Malone feat. Quavo - Congratulations.mp4
Sergio Mendes & Brasil '66,The Look of Love,RVTR749012,RVTR568587,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sergio Mendes & Brasil '66 - The Look of Love.mp4
Black Eyed Peas,Meet Me Halfway (original),RVTR189856,RVTR376254,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Black Eyed Peas - Meet Me Halfway (original).mp4
Robin Schulz feat. Francesco Yates,Sugar,RVTR567366,RVTR332687,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Robin Schulz feat. Francesco Yates - Sugar.mp4
Partynextdoor Ft. Drake,Come And See Me,RVTR914534,RVTR148143,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Partynextdoor feat. Drake - Come And See Me.mp4
Rob $Tone Ft. J. Davi$ & Spooks,Chill Bill,RVTR395860,RVTR203737,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Rob $Tone feat. J. Davi$ & Spooks - Chill Bill.mp4
Roy Orbison,In Dreams (Blue Velvet)  (1986),RVTR769496,RVTR364379,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Roy Orbison - In Dreams   (1986) (Blue Velvet).mp4
DeFranco Family,"Heartbeat, Its A Lovebeat",RVTR793891,RVTR614730,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/DeFranco Family - Heartbeat, Its A Lovebeat.mp4"
Lil Dicky,Freaky Friday feat. Chris Brown,RVTR202728,RVTR939046,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lil Dicky feat. Chris Brown - Freaky Friday.mp4
"Crosby, Stills & Nash",Teach Your Children,RVTR101533,RVTR678276,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Crosby, Stills & Nash - Teach Your Children.mp4"
Jagged Edge feat. Nelly,Where the Party At,RVTR049145,RVTR860727,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Jagged Edge feat. Nelly - Where the Party At.mp4
Sonny & Cher,A Cowboy s Work Is Never Done,RVTR316239,RVTR314647,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Sonny & Cher - A Cowboy s Work Is Never Done.mp4
Eric Burdon & The Animals,When I Was Young,RVTR664841,RVTR149459,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Eric Burdon & The Animals - When I Was Young.mp4
Cole Swindell,Chillin' It (Official Video),RVTR311136,RVTR863109,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Cole Swindell - Chillin' It (Official Video).mp4
Green Day,Boulevard Of Broken Dreams Live,RVTR265952,RVTR182429,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Green Day - Boulevard Of Broken Dreams Live.mp4
Dj Snake Ft. Justin Bieber,Let Me Love You,RVTR188197,RVTR998832,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Dj Snake Ft. Justin Bieber - Let Me Love You.mp4
Dave Clark Five,Everybody Knows (Shindig),RVTR782368,RVTR810701,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Clark Five - Everybody Knows (Shindig).mp4
Jake Owen,Anywhere With You (Lyric Video),RVTR321401,RVTR805722,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Jake Owen - Anywhere With You (Lyric Video).mp4
Wayne Newton,Daddy Don't You Walk So Fast (1972),RVTR568977,RVTR300151,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Wayne Newton - Daddy Don't You Walk So Fast.mp4
Zedd feat. Hayley Williams,Stay The Night,RVTR430398,RVTR383227,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Zedd feat. Hayley Williams - Stay The Night.mp4
The Weeknd & Ariana Grande,Save Your Tears,RVTR601214,RVTR776722,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/The Weeknd & Ariana Grande - Save Your Tears.mp4
Nancy Sinatra & Lee Hazlewood,Summer Wine,RVTR774940,RVTR631679,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nancy Sinatra & Lee Hazlewood - Summer Wine.mp4
Jennifer Lopez ft. Pitbull,On The Floor,RVTR720532,RVTR156175,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jennifer Lopez feat. Pitbull - On The Floor.mp4
The Weeknd Ft. Daft Punk,I Feel It Coming,RVTR714366,RVTR171845,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Weeknd feat. Daft Punk - I Feel It Coming.mp4
Steve Aoki & Louis Tomlinson,Just Hold On,RVTR376050,RVTR357409,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Steve Aoki & Louis Tomlinson - Just Hold On.mp4
Commodores,Brick House (Midnight Special),RVTR223769,RVTR734759,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Commodores - Brick House (Midnight Special).mp4
Kool & The Gang,Funky Stuff & Jungle Boogie,RVTR998404,RVTR995506,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Kool & The Gang - Funky Stuff & Jungle Boogie.mp4
Elvis Presley,Bridge Over Troubled Water,RVTR860336,RVTR134693,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvis Presley - Bridge Over Troubled Water.mp4
Madonna,Vogue (MTV Video Music Awards 1990),RVTR115068,RVTR245448,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Madonna - Vogue (MTV Video Music Awards 1990).mp4
Lady GaGa,Marry The Night (Single Version),RVTR366040,RVTR872482,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Lady GaGa - Marry The Night (Single Version).mp4
Every Mother's Son,Come On Down To My Boat,RVTR159022,RVTR279143,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Every Mother's Son - Come On Down To My Boat.mp4
Scorpions,Rock You Like a Hurricane (Live),RVTR939624,RVTR920094,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Scorpions - Rock You Like a Hurricane (Live).mp4
Travis Porter,Make It Rain (Clean Version),RVTR250901,RVTR807993,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Travis Porter - Make It Rain (Clean Version).mp4
The Chainsmokers Ft. Daya,Don't Let Me Down,RVTR285957,RVTR084795,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Chainsmokers Ft. Daya - Don't Let Me Down.mp4
Schoolboy Q Ft. Bj The Chicago Kid,Studio,RVTR326911,RVTR661181,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Schoolboy Q feat. Bj The Chicago Kid - Studio.MP4
Chris Lane,"Big, Big Plans (Video For Lauren)",RVTR775135,RVTR194264,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Chris Lane - Big, Big Plans (Video For Lauren).mp4"
Elton John,Bennie and the Jets (Soul Train),RVTR648898,RVTR933650,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John - Bennie and the Jets (Soul Train).mp4
Rae Sremmurd Ft. Gucci Mane,Black Beatles,RVTR562805,RVTR636001,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Rae Sremmurd feat. Gucci Mane - Black Beatles.mp4
Hailee Steinfeld & Grey Ft. Zedd,Starving,RVTR812988,RVTR919898,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Hailee Steinfeld & Grey feat. Zedd - Starving.mp4
Georgia Satellites,Battleship Chains (1986),RVTR189801,RVTR073496,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Georgia Satellites - Battleship Chains (1986).mp4
Gnash Ft. Olivia O'brien,"I Hate U, I Love U",RVTR396327,RVTR326042,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Gnash feat. Olivia O'brien - I Hate U, I Love U.mp4"
The Fat Boys ft Chubby Checker,The Twist,RVTR658640,RVTR760280,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Fat Boys feat. Chubby Checker - The Twist.mp4
Sam Smith & Normani,Dancing With A Stranger,RVTR571417,RVTR896737,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Sam Smith & Normani - Dancing With A Stranger.mp4
Michael Jackson Duet With Akon,Hold My Hand,RVTR820631,RVTR903596,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Michael Jackson Duet With Akon - Hold My Hand.mp4
Frankie Goes to Hollywood,Relax (Festival),RVTR211367,RVTR758008,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Frankie Goes to Hollywood - Relax (Festival).mp4
Wham!,Everything She Wants (Official Video),RVTR596550,RVTR754788,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Wham! - Everything She Wants (Official Video).mp4
Jive Bunny & The Mix Masters,Swing The Mood,RVTR378602,RVTR563704,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Jive Bunny & The Mix Masters - Swing The Mood.mp4
The Weeknd Ft. Kendrick Lamar,Sidewalks [,RVTR822004,RVTR301653,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Weeknd feat. Kendrick Lamar - Sidewalks [.mp4
Elton John,Bennie and The Jets(Wembley 1984),RVTR654958,RVTR933650,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elton John - Bennie and The Jets (Wembley 1984).mp4
Peter Frampton,Do You Feel Like We Do (Live),RVTR921407,RVTR976844,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Peter Frampton - Do You Feel Like We Do (Live).mp4
Matthew Wilder,Break My Stride (Solid Gold),RVTR529305,RVTR333221,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Matthew Wilder - Break My Stride (Solid Gold).mp4
Martin Garrix & Dua Lipa,Scared To Be Lonely,RVTR631547,RVTR838857,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Martin Garrix & Dua Lipa - Scared To Be Lonely.mp4
The Beatles,Ticket To Ride & Long Tall Sally,RVTR448463,RVTR196202,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Ticket To Ride & Long Tall Sally.mp4
The Seekers,I'll Never Find Another You  (BW),RVTR743344,RVTR485016,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Seekers - I'll Never Find Another You (BW).mp4
The Art of Noise featuring Duane Eddy,Peter Gunn,RVTR993641,RVTR788207,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Art of Noise feat. Duane Eddy - Peter Gunn.mp4
Jason Derulo,Whatcha Say  Acoustic Version,RVTR279784,RVTR670573,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Jason Derulo - Whatcha Say  Acoustic Version.mp4
Journey,Wheel in the Sky (Midnight Special),RVTR105942,RVTR280739,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Journey - Wheel in the Sky (Midnight Special).mp4
Sugarhill Gang,Good Times & Rappers Delight,RVTR354238,RVTR234403,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Sugarhill Gang - Good Times & Rappers Delight.mp4
Miguel Ft. Kendrick Lamar,How Many Drinks,RVTR417465,RVTR299415,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Miguel feat. Kendrick Lamar - How Many Drinks.mp4
Selena Gomez & The Scene,A Year Without Rain,RVTR777250,RVTR317069,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Selena Gomez & The Scene - A Year Without Rain.mp4
Paul Young,Come Back and Stay (1983 Version 1),RVTR572402,RVTR170852,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Paul Young - Come Back and Stay (1983 Version 1).mp4
Trey Songz Ft. Nicki Minaj,"Touchin, Lovin",RVTR511166,RVTR254188,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Trey Songz feat. Nicki Minaj - Touchin, Lovin.mp4"
Bee Gees,"How Deep Is Your Love - Bee Gees cover feat. Josh Turner, Reina del Cid, Carson McKee",RVTR264059,RVTR148782,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1990's/How Deep Is Your Love feat. Josh Turner, Reina del Cid, Carson McKee - How Deep Is Your Love - Bee Gees cover.mp4"
Flo Rida Feat. David Guetta,Club Can't Handle Me,RVTR027103,RVTR829571,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Flo Rida And David Guetta - Club Cant Handle Me.mp4
Florence & The Machine,What The Water Gave Me,RVTR851729,RVTR374190,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Florence & The Machine - What The Water Gave Me.mp4
Dave Clark Five,Anyway You Want It (Shindig),RVTR153992,RVTR238107,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Clark Five - Anyway You Want It (Shindig).mp4
The Everly Brothers,Ebony Eyes:Love Hurts,RVTR844410,RVTR065587,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Everly Brothers - Ebony Eyes_Love Hurts.mp4
Hootie & The Blowfish,Only Wanna Be With You,RVTR358632,RVTR948648,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Hootie & The Blowfish - Only Wanna Be With You.mp4
Three Dog Night,Mama Told Me Not To Come (1970),RVTR653142,RVTR864080,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Three Dog Night - Mama Told Me Not To Come (1970).mp4
"Jessie J, Ariana Grande, Nicki Minaj",Bang Bang,RVTR622173,RVTR740918,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jessie J, Ariana Grande, Nicki Minaj - Bang Bang.mp4"
The Black Eyed Peas,Imma Be [Single Version*],RVTR776217,RVTR935819,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Black Eyed Peas - Imma Be (Single Version_).mp4
Miley Cyrus,Midnight Sky in the Live Lounge,RVTR180167,RVTR771981,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Miley Cyrus - Midnight Sky in the Live Lounge.mp4
The Doobie Brothers,Listen To The Music (2000),RVTR679825,RVTR892750,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Doobie Brothers - Listen To The Music (2000).mp4
D.J. Jazzy Jeff & The Fresh Prince,Summertime,RVTR654476,RVTR620117,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/D.J. Jazzy Jeff & The Fresh Prince - Summertime.mp4
Martin Garrix & Bebe Rexha,In The Name Of Love,RVTR165592,RVTR159950,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Martin Garrix & Bebe Rexha - In The Name Of Love.mp4
Prince and The Revolution,Purple Rain (Live),RVTR640735,RVTR133638,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Prince and The Revolution - Purple Rain (Live).mp4
Bee Gees,Stayin' Alive (Saturday Night Fever),RVTR740724,RVTR934516,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Bee Gees - Stayin' Alive (Saturday Night Fever).mp4
Pat Benatar,Hit Me With Your Best Shot (Live),RVTR721275,RVTR981202,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Pat Benatar - Hit Me With Your Best Shot (Live).mp4
The Foundations,Baby Now That I've Found You,RVTR786433,RVTR786434,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Foundations - Baby Now That I've Found You.mp4
Three Days Grace,I Hate Everything About You,RVTR167356,RVTR167355,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2000's/Three Days Grace - I Hate Everything About You.mp4
The Doobie Brothers,Listen To The Music (1972),RVTR584662,RVTR892750,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/The Doobie Brothers - Listen To The Music (1972).mp4
Linda Ronstadt,Tumbling Dice & You're No Good,RVTR276283,RVTR736217,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Linda Ronstadt - Tumbling Dice & You're No Good.mp4
Rufus Ft. Chaka Khan,| Tell Me Something Good,RVTR376356,RVTR799433,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Rufus feat. Chaka Khan - Tell Me Something Good.mp4
Simon & Garfunkel,Bridge over Troubled Water,RVTR714571,RVTR966397,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Simon & Garfunkel - Bridge over Troubled Water.mp4
Keith Urban,Somewhere In My Car [Music Video],RVTR555241,RVTR775800,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Keith Urban - Somewhere In My Car (Music Video).mp4
Jive Bunny & The Mastermixers,Swing The Mood,RVTR165466,RVTR563704,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Jive Bunny & The Mastermixers - Swing The Mood.mp4
Phil Collins,Sussudio (Official Music Video),RVTR365458,RVTR488041,vdj,hot100_vdj,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Phil Collins - Sussudio (Official Music Video).mp4
Celine Dion,Where Does My Heart Beat Now  (1990),RVTR823174,RVTR641127,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Celine Dion - Where Does My Heart Beat Now  (1990).mp4
The Notorious B.I.G. feat. Pam Long,Hypnotize,RVTR262932,RVTR101537,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/The Notorious B.I.G. feat. Pam Long - Hypnotize.mp4
The Foundations,"Baby, Now That I ve Found You",RVTR998749,RVTR786434,vdj,hot100,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Foundations - Baby, Now That I ve Found You.mp4"
Captain & Tennille,Love Will Keep Us Together,RVTR299769,RVTR880717,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Captain & Tennille - Love Will Keep Us Together.mp4
Elton John & RuPaul,Don't Go Breaking My Heart,RVTR013714,RVTR289559,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Elton John & RuPaul - Don't Go Breaking My Heart.mp4
Trooper,"Two For The Show, Raise A Little Hell",RVTR072076,RVTR137984,vdj,hot100_vdj,100,exact,100,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Trooper - Two For The Show, Raise A Little Hell.mp4"
Demi Lovato Ft. Cher Lloyd,Really Don't Care,RVTR996051,RVTR228555,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Demi Lovato feat. Cher Lloyd - Really Don't Care.MP4
Twisted Sister,We're Not Gonna Take It (Clean),RVTR985736,RVTR493853,vdj,hot100,100,exact,100,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Twisted Sister - We're Not Gonna Take It (Clean).mp4
